지진 탐지 일시	진앙지역명	매그니튜드(규모)	최대 진도	발표 일시	위도	경도
2024/01/02 05:56	이시카와 현 노토 지방	3.9	2	2024/01/02 05:59	37.4	137.2
2024/01/02 05:21	이시카와 현 노토 지방	3.6	3	2024/01/02 05:25	37.2	136.7
2024/01/02 05:17	이시카와 현 노토 지방	3.2	2	2024/01/02 05:21	37.3	136.9
2024/01/02 05:12	노토 반도	2.7	3	2024/01/02 05:17	37.1	136.6
2024/01/02 05:03	이시카와 현 노토 지방	3.9	2	2024/01/02 05:06	37.3	137.0
2024/01/02 04:55	이시카와 현 노토 지방	3.5	2	2024/01/02 04:58	37.3	137.0
2024/01/02 04:50	이시카와 현 노토 지방	3.9	2	2024/01/02 04:53	37.4	137.1
2024/01/02 04:42	노토 반도	4.9	4	2024/01/02 04:45	37.3	136.7
2024/01/02 04:27	노토 반도	4.7	3	2024/01/02 04:30	37.1	136.6
2024/01/02 04:05	노토 반도	4.0	3	2024/01/02 04:08	37.5	137.1
2024/01/02 04:02	이시카와 현 노토 지방	4.0	2	2024/01/02 04:05	37.3	136.8
2024/01/02 03:54	노토 반도	3.5	2	2024/01/02 03:58	37.3	136.7
2024/01/02 03:47	이시카와 현 노토 지방	3.7	3	2024/01/02 03:50	37.0	136.8
2024/01/02 03:34	이시카와 현 노토 지방	3.9	3	2024/01/02 03:36	37.4	137.0
2024/01/02 03:29	이시카와 현 노토 지방	4.0	4	2024/01/02 03:32	37.2	136.8
2024/01/02 03:23	이시카와 현 노토 지방	3.0	2	2024/01/02 03:26	37.2	136.8
2024/01/02 03:20	이시카와 현 노토 지방	2.9	2	2024/01/02 03:24	37.5	137.3
2024/01/02 03:10	노토 반도	2.9	2	2024/01/02 03:13	37.1	136.7
2024/01/02 03:06	이시카와 현 노토 지방	3.2	2	2024/01/02 03:08	37.4	136.9
2024/01/02 03:02	노토 반도	3.8	2	2024/01/02 03:05	37.3	136.7
2024/01/02 02:52	이시카와 현 노토 지방	4.2	3	2024/01/02 02:55	37.2	136.8
2024/01/02 02:48	사도 부근	4.3	2	2024/01/02 02:51	37.9	137.8
2024/01/02 02:33	니가타 현상 주에쓰 오키	4.6	3	2024/01/02 02:37	37.6	137.5
2024/01/02 02:30	이시카와 현 노토 지방	3.7	2	2024/01/02 02:33	37.4	137.0
2024/01/02 02:18	이시카와 현 노토 지방	3.2	3	2024/01/02 02:21	37.2	136.8
2024/01/02 02:07	노토 반도	3.7	2	2024/01/02 02:09	37.4	136.7
2024/01/02 02:00	이시카와 현 노토 지방	3.5	2	2024/01/02 02:03	37.2	136.7
2024/01/02 01:59	이시카와 현 노토 지방	3.3	2	2024/01/02 02:01	37.5	137.2
2024/01/02 01:55	이시카와 현 노토 지방	3.9	2	2024/01/02 01:58	37.4	137.1
2024/01/02 01:53	아마미오 섬 근해	3.2	1	2024/01/02 01:56	28.4	130.1
2024/01/02 01:43	노토 반도	4.4	2	2024/01/02 01:46	37.6	137.4
2024/01/02 01:42	사도 부근	4.2	2	2024/01/02 01:45	37.8	137.6
2024/01/02 01:34	사도 부근	3.9	2	2024/01/02 01:38	37.8	137.7
2024/01/02 01:29	이시카와 현 노토 지방	3.5	2	2024/01/02 01:32	37.5	137.2
2024/01/02 01:20	이시카와 현 노토 지방	3.0	3	2024/01/02 01:24	37.5	137.2
2024/01/02 01:15	이시카와 현 노토 지방	3.7	2	2024/01/02 01:19	37.4	136.9
2024/01/02 01:01	이시카와 현 노토 지방	3.6	3	2024/01/02 01:04	37.4	136.9
2024/01/02 00:57	이시카와 현 노토 지방	3.5	3	2024/01/02 00:59	37.4	136.9
2024/01/02 00:52	노토 반도	3.4	2	2024/01/02 00:57	37.1	136.6
2024/01/02 00:24	이시카와 현 노토 지방	3.7	2	2024/01/02 00:27	37.3	137.0
2024/01/02 00:13	도야마 만	3.4	2	2024/01/02 00:16	37.3	137.3
2024/01/02 00:08	이시카와 현 노토 지방	4.5	4	2024/01/02 00:11	37.5	137.3
2024/01/02 00:01	이시카와 현 노토 지방	3.3	2	2024/01/02 00:04	37.5	137.3
2024/01/01 23:58	노토 반도	3.7	3	2024/01/02 00:01	37.2	136.6
2024/01/01 23:50	이시카와 현 노토 지방	3.7	3	2024/01/01 23:53	37.4	137.0
2024/01/01 23:30	이시카와 현 노토 지방	4.3	4	2024/01/01 23:43	37.2	136.7
2024/01/01 23:19	노토 반도	4.2	3	2024/01/01 23:22	37.5	137.4
2024/01/01 23:03	사도 부근	4.6	3	2024/01/01 23:14	37.7	137.7
2024/01/01 23:01	이시카와 현 노토 지방	3.7	2	2024/01/01 23:03	37.3	136.9
2024/01/01 22:50	사도 부근	4.0	3	2024/01/01 22:54	37.7	137.6
2024/01/01 22:36	니가타 현상 주에쓰 오키	3.7	2	2024/01/01 22:39	37.6	137.5
2024/01/01 22:30	노토 반도	3.0	3	2024/01/01 22:34	37.5	136.9
2024/01/01 22:28	노토 반도	3.8	2	2024/01/01 22:31	37.1	136.6
2024/01/01 22:17	사도 부근	3.8	2	2024/01/01 22:20	37.8	137.6
2024/01/01 22:14	이시카와 현 노토 지방	3.6	2	2024/01/01 22:18	37.4	137.2
2024/01/01 22:11	이시카와 현 노토 지방	4.6	3	2024/01/01 22:13	37.4	137.1
2024/01/01 22:06	노토 반도	3.3	2	2024/01/01 22:09	37.4	136.8
2024/01/01 22:02	이시카와 현 노토 지방	3.5	3	2024/01/01 22:06	37.3	137.0
2024/01/01 21:54	노토 반도	4.2	3	2024/01/01 21:57	37.1	136.6
2024/01/01 21:48	사도 부근	4.3	2	2024/01/01 21:51	37.7	137.6
2024/01/01 21:41	노토 반도	3.9	2	2024/01/01 21:44	37.2	136.6
2024/01/01 21:40	사도 부근	3.5	2	2024/01/01 21:43	37.7	137.7
2024/01/01 21:38	이시카와 현 노토 지방	3.3	2	2024/01/01 21:41	37.5	137.2
2024/01/01 21:36	이시카와 현 노토 지방	3.8	2	2024/01/01 21:40	37.3	137.1
2024/01/01 21:27	노토 반도	3.2	2	2024/01/01 21:32	37.3	136.7
2024/01/01 21:23	이시카와 현 노토 지방	3.9	2	2024/01/01 21:26	37.4	137.1
2024/01/01 21:20	이시카와 현 노토 지방	4.5	4	2024/01/01 21:23	37.5	137.2
2024/01/01 21:17	이시카와 현 노토 지방	4.0	2	2024/01/01 21:19	37.3	136.8
2024/01/01 21:13	이시카와 현 노토 지방	4.1	2	2024/01/01 21:16	37.4	137.1
2024/01/01 21:04	이시카와 현 노토 지방	3.0	3	2024/01/01 21:07	37.1	136.8
2024/01/01 21:00	이시카와 현 노토 지방	3.3	2	2024/01/01 21:03	37.2	136.8
2024/01/01 20:57	노토 반도	4.5	2	2024/01/01 21:00	37.6	137.4
2024/01/01 20:50	이시카와 현 노토 지방	3.8	3	2024/01/01 20:53	37.5	137.2
2024/01/01 20:42	노토 반도	3.7	3	2024/01/01 20:44	37.5	137.1
2024/01/01 20:35	이시카와 현 노토 지방	4.6	5-	2024/01/01 20:38	37.2	136.7
2024/01/01 20:32	이시카와 현 노토 지방	3.8	3	2024/01/01 20:35	37.4	137.0
2024/01/01 20:27	이시카와 현 노토 지방	4.2	3	2024/01/01 20:31	37.4	136.9
2024/01/01 20:25	이시카와 현 노토 지방	3.5	2	2024/01/01 20:28	37.3	137.0
2024/01/01 20:21	사도 부근	4.1	3	2024/01/01 20:24	37.7	137.5
2024/01/01 20:16	이요 나다	3.2	1	2024/01/01 20:19	33.7	132.6
2024/01/01 20:06	이시카와 현 노토 지방	3.1	2	2024/01/01 20:08	37.2	136.8
2024/01/01 20:01	이시카와 현 노토 지방	3.4	3	2024/01/01 20:04	37.2	136.8
2024/01/01 19:56	이시카와 현 노토 지방	3.5	3	2024/01/01 19:59	37.4	136.9
2024/01/01 19:50	이시카와 현 노토 지방	4.5	4	2024/01/01 19:53	37.5	137.2
2024/01/01 19:38	이시카와 현 노토 지방	3.7	2	2024/01/01 19:41	37.3	136.9
2024/01/01 19:34	이시카와 현 노토 지방	3.2	2	2024/01/01 19:37	37.3	137.1
2024/01/01 19:29	이시카와 현 서방 바다	3.7	2	2024/01/01 19:33	37.0	136.7
2024/01/01 19:28	이시카와 현 노토 지방	4.4	4	2024/01/01 19:30	37.5	137.2
2024/01/01 19:26	이시카와 현 노토 지방	4.3	2	2024/01/01 19:28	37.5	137.2
2024/01/01 19:05	이시카와 현 노토 지방	4.0	3	2024/01/01 19:09	37.5	137.3
2024/01/01 19:00	노토 반도	3.9	3	2024/01/01 19:03	37.5	137.4
2024/01/01 18:56	이시카와 현 노토 지방	4.2	4	2024/01/01 18:59	37.4	136.9
2024/01/01 18:53	이시카와 현 노토 지방	4.1	3	2024/01/01 18:56	37.5	137.3
2024/01/01 18:52	사도 부근	3.9	3	2024/01/01 18:55	37.7	137.5
2024/01/01 18:49	노토 반도	4.6	3	2024/01/01 18:51	37.6	137.3
2024/01/01 18:45	사도 부근	4.8	3	2024/01/01 18:49	37.7	137.7
2024/01/01 18:44	이시카와 현 노토 지방	3.8	3	2024/01/01 18:46	37.3	136.8
2024/01/01 18:40	노토 반도	4.7	5-	2024/01/01 18:43	37.1	136.6
2024/01/01 18:33	이시카와 현 노토 지방	3.6	3	2024/01/01 18:37	37.5	137.2
2024/01/01 18:30	노토 반도	4.9	4	2024/01/01 18:33	37.6	137.4
2024/01/01 18:25	이시카와 현 노토 지방	3.9	3	2024/01/01 18:27	37.5	137.3
2024/01/01 18:23	이시카와 현 노토 지방	4.4	4	2024/01/01 18:25	37.3	137.2
2024/01/01 18:21	이시카와 현 노토 지방	3.8	3	2024/01/01 18:24	37.2	136.8
2024/01/01 18:14	이시카와 현 노토 지방	4.3	3	2024/01/01 18:17	37.5	137.2
2024/01/01 18:08	노토 반도	5.6	5-	2024/01/01 18:11	37.6	137.4
2024/01/01 18:06	니가타 현상 주에쓰 오키	4.7	3	2024/01/01 18:08	37.6	137.5
2024/01/01 18:03	노토 반도	5.3	5-	2024/01/01 18:07	37.6	137.4
2024/01/01 17:56	이시카와 현 노토 지방	3.8	3	2024/01/01 18:00	37.1	137.0
2024/01/01 17:53	노토 반도	3.6	4	2024/01/01 17:57	37.4	136.8
2024/01/01 17:48	사도 부근	4.7	3	2024/01/01 17:51	38.0	137.7
2024/01/01 17:39	노토 반도	4.0	2	2024/01/01 17:42	37.3	136.5
2024/01/01 17:29	니가타 현상 주에쓰 오키	5.0	3	2024/01/01 17:32	37.6	137.6
2024/01/01 17:20	니가타 현상 주에쓰 오키	4.2	4	2024/01/01 17:26	37.6	137.6
2024/01/01 17:22	노토 반도	4.8	5-	2024/01/01 17:25	37.5	137.1
2024/01/01 17:18	이시카와 현 노토 지방	4.2	3	2024/01/01 17:21	37.2	136.8
2024/01/01 17:17	이시카와 현 노토 지방	4.6	4	2024/01/01 17:20	37.5	137.2
2024/01/01 17:07	노토 반도	5.2	4	2024/01/01 17:10	37.2	136.6
2024/01/01 17:02	이시카와 현 노토 지방	4.9	4	2024/01/01 17:05	37.4	137.0
2024/01/01 16:56	이시카와 현 노토 지방	5.7	5+	2024/01/01 17:00	37.3	136.9
2024/01/01 16:51	이시카와 현 노토 지방	4.2	3	2024/01/01 16:54	37.3	137.1
2024/01/01 16:48	이시카와 현 노토 지방	5.0	4	2024/01/01 16:51	37.3	136.9
2024/01/01 16:45	사도 부근	4.7	3	2024/01/01 16:49	37.9	137.8
2024/01/01 16:42	이시카와 현 노토 지방	5.2	4	2024/01/01 16:45	37.4	137.2
2024/01/01 16:39	니가타 현상 주에쓰 오키	5.2	4	2024/01/01 16:43	37.5	137.5
2024/01/01 16:35	사도 부근	4.3	3	2024/01/01 16:40	37.7	137.7
2024/01/01 16:32	이시카와 현 노토 지방	4.8	3	2024/01/01 16:36	37.3	137.0
2024/01/01 16:29	노토 반도	4.6	4	2024/01/01 16:33	37.6	137.3
2024/01/01 16:23	이시카와 현 노토 지방	4.5	3	2024/01/01 16:29	37.5	137.2
2024/01/01 16:10	이시카와 현 노토 지방	7.6	7	2024/01/01 16:24	37.5	137.2
2024/01/01 16:18	이시카와 현 노토 지방	6.1	5+	2024/01/01 16:23	37.2	136.9
2024/01/01 16:06	이시카와 현 노토 지방	5.7	5+	2024/01/01 16:10	37.5	137.3
2024/01/01 08:15	아오모리 현 동쪽 앞바다	3.5	1	2024/01/01 08:17	41.5	142.0
2023/12/31 23:37	아마미 오시마 동북 해역	4.6	1	2023/12/31 23:41	28.3	131.0
2023/12/31 07:39	이와테 현 바다	3.9	2	2023/12/31 07:42	39.9	142.3
2023/12/30 15:07	히다카 지방 서부	4.1	1	2023/12/30 15:10	42.8	142.5
2023/12/30 11:21	도카라 열도 근해	2.3	1	2023/12/30 11:25	30.0	130.0
2023/12/30 08:45	아키타 현 연안 북부	3.2	1	2023/12/30 08:48	39.9	139.8
2023/12/29 22:34	오키나와 본섬 근해	3.1	1	2023/12/29 22:37	26.3	127.8
2023/12/29 00:47	도쿠시마 현 남부	3.5	1	2023/12/29 00:50	33.7	134.1
2023/12/29 00:13	도야마 만	2.8	1	2023/12/29 00:16	37.4	137.4
2023/12/28 23:49	아마미오 섬 근해	4.2	2	2023/12/28 23:53	28.0	128.8
2023/12/28 22:17	아오모리 현 동쪽 앞바다	4.4	2	2023/12/28 22:20	40.6	142.5
2023/12/28 18:15	이투 루프 섬 남동쪽 바다	6.4	3	2023/12/28 18:21	44.1	149.2
2023/12/28 18:03	기후 현 미노 중서부	2.4	1	2023/12/28 18:06	35.4	136.5
2023/12/28 17:56	이와테 현 바다	3.8	1	2023/12/28 17:59	39.2	142.2
2023/12/28 16:10	이바라키 현 바다	3.5	1	2023/12/28 16:14	36.4	141.1
2023/12/28 03:45	오키나와 본섬 근해	2.9	1	2023/12/28 03:49	26.1	128.1
2023/12/28 01:07	도카라 열도 근해	1.8	1	2023/12/28 01:10	29.8	129.9
2023/12/27 22:47	이시카와 현 노토 지방	3.1	1	2023/12/27 22:50	37.5	137.3
2023/12/27 16:08	후쿠시마 현 바다	3.9	2	2023/12/27 16:11	37.1	141.0
2023/12/27 14:40	도카라 열도 근해	2.7	1	2023/12/27 14:43	29.2	129.1
2023/12/27 14:07	사쓰마 반도 서방 바다	2.8	1	2023/12/27 14:10	31.4	130.1
2023/12/27 13:07	도카라 열도 근해	2.5	1	2023/12/27 13:10	29.2	129.2
2023/12/27 07:54	우라카와 오키	4.6	3	2023/12/27 07:57	41.9	142.3
2023/12/27 05:17	사쓰마 반도 서방 바다	3.0	1	2023/12/27 05:20	31.4	130.1
2023/12/27 02:07	도카라 열도 근해	2.4	1	2023/12/27 02:11	29.1	129.2
2023/12/27 02:00	도카라 열도 근해	4.1	3	2023/12/27 02:04	29.2	129.1
2023/12/27 00:16	도카라 열도 근해	2.5	1	2023/12/27 00:19	29.2	129.2
2023/12/27 00:07	도카라 열도 근해	2.7	1	2023/12/27 00:11	29.2	129.1
2023/12/27 00:02	도카라 열도 근해	3.0	1	2023/12/27 00:05	29.2	129.1
2023/12/26 23:26	도카라 열도 근해	3.0	1	2023/12/26 23:30	29.2	129.0
2023/12/26 23:02	도카라 열도 근해	3.0	2	2023/12/26 23:04	29.2	129.1
2023/12/26 22:41	도카라 열도 근해	2.6	1	2023/12/26 22:44	29.2	129.1
2023/12/26 22:28	도카라 열도 근해	2.7	2	2023/12/26 22:31	29.2	129.1
2023/12/26 21:49	도카라 열도 근해	2.9	1	2023/12/26 21:51	29.2	129.1
2023/12/26 21:21	도카라 열도 근해	2.7	1	2023/12/26 21:23	29.1	129.2
2023/12/26 21:13	도카라 열도 근해	3.6	2	2023/12/26 21:16	29.1	129.1
2023/12/26 15:42	기후 현 히다 지방	3.0	1	2023/12/26 15:44	36.0	137.5
2023/12/26 15:31	도리시마 섬 근해	5.3	1	2023/12/26 15:37	30.3	138.9
2023/12/26 13:29	아키 나다	3.2	1	2023/12/26 13:32	33.9	132.5
2023/12/26 04:09	미에 현 북부	2.9	1	2023/12/26 04:12	35.0	136.5
2023/12/25 13:49	미에 현 남동쪽 바다	5.0	1	2023/12/25 13:54	33.1	138.0
2023/12/25 11:58	도카라 열도 근해	1.9	1	2023/12/25 12:01	30.0	130.0
2023/12/25 09:11	이바라키 현 바다	3.2	1	2023/12/25 09:14	36.4	141.0
2023/12/25 04:42	효고 현 남동부	3.8	3	2023/12/25 04:46	35.1	135.3
2023/12/25 03:31	미야기 현 바다	3.8	1	2023/12/25 03:34	37.9	141.6
2023/12/24 20:55	도카치 지방 중부	3.8	1	2023/12/24 20:58	42.9	143.2
2023/12/24 20:11	구마모토 현 구마모토 지방	2.8	1	2023/12/24 20:13	32.5	130.6
2023/12/24 18:59	아마쿠사 나다	3.4	2	2023/12/24 19:01	32.5	129.8
2023/12/24 13:59	이즈오 섬 근해	2.7	1	2023/12/24 14:02	35.0	139.6
2023/12/24 08:07	노토 반도	3.7	1	2023/12/24 08:10	37.6	137.3
2023/12/24 06:04	네무로 반도 남동쪽 바다	3.4	1	2023/12/24 06:06	43.0	145.8
2023/12/23 19:11	이바라키 현 북부	3.3	1	2023/12/23 19:14	36.5	140.6
2023/12/23 14:49	타치바나완	2.0	1	2023/12/23 14:53	32.7	130.1
2023/12/23 13:37	타치바나완	2.6	2	2023/12/23 13:41	32.7	130.1
2023/12/22 18:37	도카라 열도 근해	2.8	1	2023/12/22 18:40	29.2	129.3
2023/12/22 18:31	우라카와 오키	3.9	1	2023/12/22 18:33	42.0	142.6
2023/12/22 10:46	이와테 현 바다	4.8	3	2023/12/22 10:49	40.0	142.4
2023/12/22 06:06	사쓰마 반도 서방 바다	3.3	1	2023/12/22 06:12	31.8	128.2
2023/12/22 05:45	치바현 동방 바다	5.1	2	2023/12/22 05:49	35.2	141.1
2023/12/22 05:21	이와테 현 내륙 북부	2.3	1	2023/12/22 05:24	40.2	141.2
2023/12/22 01:12	치바현 동방 바다	5.0	2	2023/12/22 01:15	35.2	141.2
2023/12/21 23:04	치바현 동방 바다	5.3	2	2023/12/21 23:11	35.2	141.2
2023/12/21 22:36	군마 현 남부	2.2	1	2023/12/21 22:40	36.5	139.2
2023/12/21 20:29	치바현 동방 바다	4.8	2	2023/12/21 20:33	35.3	141.1
2023/12/21 10:59	나가노 현 중부	2.5	2	2023/12/21 11:02	36.2	138.0
2023/12/21 05:11	노토 반도	3.7	1	2023/12/21 05:14	37.6	137.4
2023/12/21 02:31	미야기 현 바다	4.0	1	2023/12/21 02:35	38.4	142.2
2023/12/20 21:57	오이타 현 중부	2.5	2	2023/12/20 22:00	33.3	131.4
2023/12/19 16:25	이바라키 현 바다	3.3	1	2023/12/19 16:28	36.5	140.7
2023/12/19 14:33	니가타 현 주에쓰 지방	3.0	1	2023/12/19 14:36	37.4	138.6
2023/12/19 13:56	후쿠시마 현 아이즈	2.4	1	2023/12/19 14:00	37.3	139.5
2023/12/19 13:29	니가타 현 주에쓰 지방	2.5	1	2023/12/19 13:34	37.2	138.9
2023/12/19 03:37	구마모토 현 아마쿠사·아시 키타 지방	2.0	1	2023/12/19 03:40	32.2	130.5
2023/12/18 04:07	도치기 현 남부	3.5	1	2023/12/18 04:10	36.7	140.1
2023/12/17 18:23	네무로 반도 남동쪽 바다	4.1	1	2023/12/17 18:25	43.3	146.5
2023/12/17 16:57	도쿄 만	3.6	1	2023/12/17 17:00	35.3	139.7
2023/12/17 14:11	도치기 현 남부	4.3	3	2023/12/17 14:15	36.3	139.8
2023/12/17 05:33	야마구치 현 북서쪽 바다	3.9	2	2023/12/17 05:37	34.5	130.6
2023/12/17 00:47	후쿠시마 현 바다	3.9	1	2023/12/17 00:50	37.5	141.4
2023/12/16 17:58	미야기 현 바다	3.3	1	2023/12/16 18:00	38.4	141.8
2023/12/16 14:09	네무로 지방 북부	2.7	1	2023/12/16 14:11	43.8	144.9
2023/12/16 11:44	기후 현 미노 중서부	3.9	2	2023/12/16 11:47	36.0	136.9
2023/12/16 09:15	이와테 현 바다	4.0	2	2023/12/16 09:17	39.6	142.1
2023/12/16 07:39	아오모리 현 동쪽 앞바다	3.7	1	2023/12/16 07:43	40.8	141.7
2023/12/15 18:04	풍후수도	3.8	2	2023/12/15 18:08	33.2	132.3
2023/12/15 06:36	히다카 지방 중부	2.8	2	2023/12/15 06:39	42.3	142.6
2023/12/15 04:17	나가노 현 중부	3.0	1	2023/12/15 04:20	36.3	138.0
2023/12/14 18:38	아오모리 현 동쪽 앞바다	3.8	1	2023/12/14 18:40	41.3	142.4
2023/12/14 17:26	후쿠이현 영남	3.4	1	2023/12/14 17:29	35.5	136.0
2023/12/14 06:04	도카라 열도 근해	2.6	1	2023/12/14 06:08	29.9	130.0
2023/12/13 23:27	루모이 지방 중북부	2.8	1	2023/12/13 23:30	44.9	141.9
2023/12/13 20:10	도카치 지방 남부	3.7	2	2023/12/13 20:13	42.6	143.5
2023/12/13 13:52	구마모토 현 아소 지방	2.7	2	2023/12/13 13:54	33.0	131.1
2023/12/13 11:02	이바라키 현 북부	3.2	1	2023/12/13 11:06	36.5	140.6
2023/12/12 18:14	이시카와 현 노토 지방	3.3	1	2023/12/12 18:16	37.5	137.2
2023/12/12 15:33	미야코 섬 근해	3.4	1	2023/12/12 15:35	24.8	125.3
2023/12/12 12:37	미야코 섬 근해	4.1	1	2023/12/12 12:40	25.2	125.6
2023/12/12 07:15	이와테 현 바다	3.6	1	2023/12/12 07:18	40.2	142.3
2023/12/11 21:28	지바 현 북서부	3.5	1	2023/12/11 21:31	35.9	139.9
2023/12/10 21:17	미야기 현 바다	3.5	1	2023/12/10 21:21	38.4	141.9
2023/12/10 09:49	이오 섬 근해	5.3	1	2023/12/10 09:57	24.8	141.2
2023/12/09 16:03	보소 반도 남방 바다	4.7	2	2023/12/09 16:07	34.5	140.3
2023/12/09 15:19	요나 구니 섬 근해	4.3	1	2023/12/09 15:22	24.5	122.7
2023/12/09 07:24	미야기 현 북부	3.1	2	2023/12/09 07:27	38.9	140.8
2023/12/08 23:03	이와테 현 바다	3.6	1	2023/12/08 23:06	40.3	142.3
2023/12/08 20:31	가고시마 현 오스미 지방	3.3	1	2023/12/08 20:34	31.2	131.0
2023/12/08 18:58	도카라 열도 근해	2.4	1	2023/12/08 19:01	29.9	130.0
2023/12/08 10:09	도카라 열도 근해	2.0	1	2023/12/08 10:13	29.8	130.1
2023/12/08 08:09	후쿠시마 현 아이즈	2.4	2	2023/12/08 08:12	37.0	139.4
2023/12/08 05:25	도카라 열도 근해	2.1	1	2023/12/08 05:28	29.9	130.0
2023/12/08 03:53	지바 현 북서부	3.7	1	2023/12/08 03:57	35.6	140.1
2023/12/07 21:57	남 태평양	7.3	-	2023/12/07 22:20	20.7S	169.2
2023/12/07 15:58	도카라 열도 근해	2.7	1	2023/12/07 16:01	29.9	130.1
2023/12/06 19:16	도카라 열도 근해	1.8	1	2023/12/06 19:19	29.9	130.0
2023/12/06 12:08	이바라키 현 남부	3.5	2	2023/12/06 12:11	36.1	140.0
2023/12/06 03:30	와카야마 현 북부	2.6	1	2023/12/06 03:33	34.0	135.2
2023/12/05 17:55	후쿠시마 현 하마 도리	3.6	1	2023/12/05 17:58	36.9	140.8
2023/12/05 12:48	야마나시 현 동부 후지 고호 수	2.6	1	2023/12/05 12:51	35.5	139.0
2023/12/05 11:46	지바 현 북동부	2.8	2	2023/12/05 11:49	35.4	140.3
2023/12/05 08:35	노토 반도	3.2	1	2023/12/05 08:37		
